symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
MINAUSDT,MINAUSDT,PERPETUAL,4133404800000,1675407600000,TRADING,2.5000,5.0000,MINA,USDT,USDT,7,0,8,8,COIN,['Privacy'],0.2000,0.017500,0.20,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0001000', 'maxPrice': '200'}, {'minQty': '1', 'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '62500'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8000', 'multiplierUp': '1.2000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ASTRUSDT,ASTRUSDT,PERPETUAL,4133404800000,1676271600000,TRADING,2.5000,5.0000,ASTR,USDT,USDT,7,0,8,8,COIN,['Infrastructure'],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0000010', 'minPrice': '0.0000100', 'maxPrice': '200'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '10000000'}, {'maxQty': '600000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
AGIXUSDT,AGIXUSDT,PERPETUAL,1719306000000,1676444400000,SETTLING,2.5000,5.0000,AGIX,USDT,USDT,7,0,8,8,COIN,['AI'],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'maxPrice': '200', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '10000000'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '50000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
PHBUSDT,PHBUSDT,PERPETUAL,4133404800000,1676444400000,TRADING,2.5000,5.0000,PHB,USDT,USDT,7,0,8,8,COIN,['Infrastructure'],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '23800'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
GMXUSDT,GMXUSDT,PERPETUAL,4133404800000,1676530800000,TRADING,2.5000,5.0000,GMX,USDT,USDT,6,2,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.010000', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001000'}, {'maxQty': '100000', 'stepSize': '0.01', 'filterType': 'LOT_SIZE', 'minQty': '0.01'}, {'minQty': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '3000', 'stepSize': '0.01'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
CFXUSDT,CFXUSDT,PERPETUAL,4133404800000,1676790000000,TRADING,2.5000,5.0000,CFX,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0000100'}, {'minQty': '1', 'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'maxQty': '500000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
STXUSDT,STXUSDT,PERPETUAL,4133404800000,1676876400000,TRADING,2.5000,5.0000,STX,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'tickSize': '0.0001000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '100000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BNXUSDT,BNXUSDT,PERPETUAL,1742202000000,1677049200000,TRADING,2.5000,5.0000,BNX,USDT,USDT,6,1,8,8,COIN,['NFT'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.001000', 'tickSize': '0.000100'}, {'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '50000', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ACHUSDT,ACHUSDT,PERPETUAL,4133404800000,1676962800000,TRADING,2.5000,5.0000,ACH,USDT,USDT,7,0,8,8,COIN,['Payment'],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000010', 'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'minPrice': '0.0000100'}, {'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '4900000', 'stepSize': '1', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SSVUSDT,SSVUSDT,PERPETUAL,4133404800000,1677135600000,TRADING,2.5000,5.0000,SSV,USDT,USDT,6,2,8,8,COIN,['Infrastructure'],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000', 'minPrice': '0.010000'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.01', 'maxQty': '100000', 'minQty': '0.01'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.01', 'minQty': '0.01', 'maxQty': '2000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
CKBUSDT,CKBUSDT,PERPETUAL,4133404800000,1677481200000,TRADING,2.5000,5.0000,CKB,USDT,USDT,7,0,8,8,COIN,['PoW'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '100', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000010', 'tickSize': '0.0000010'}, {'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'maxQty': '5580000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
PERPUSDT,PERPUSDT,PERPETUAL,4133404800000,1677999600000,TRADING,2.5000,5.0000,PERP,USDT,USDT,6,1,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.000100', 'tickSize': '0.000100'}, {'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '1000000'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '34800'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
TRUUSDT,TRUUSDT,PERPETUAL,4133404800000,1678086000000,TRADING,2.5000,5.0000,TRU,USDT,USDT,7,0,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000100', 'tickSize': '0.0000100'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000000', 'stepSize': '1', 'minQty': '1'}, {'stepSize': '1', 'maxQty': '1000000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
LQTYUSDT,LQTYUSDT,PERPETUAL,4133404800000,1678258800000,TRADING,2.5000,5.0000,LQTY,USDT,USDT,6,1,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '2000', 'minPrice': '0.000100', 'tickSize': '0.000100'}, {'maxQty': '1000000', 'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE'}, {'maxQty': '67000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
USDCUSDT,USDCUSDT,PERPETUAL,4133404800000,1678579200000,TRADING,2.5000,5.0000,USDC,USDT,USDT,7,0,8,8,COIN,['DeFi'],0.0500,0.010000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0000100', 'tickSize': '0.0000010', 'maxPrice': '200'}, {'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '50000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
IDUSDT,IDUSDT,PERPETUAL,4133404800000,1679529600000,TRADING,2.5000,5.0000,ID,USDT,USDT,7,0,8,8,COIN,['Infrastructure'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0000100'}, {'maxQty': '10000000', 'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE'}, {'minQty': '1', 'stepSize': '1', 'maxQty': '200000', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ARBUSDT,ARBUSDT,PERPETUAL,4133404800000,1679554800000,TRADING,2.5000,5.0000,ARB,USDT,USDT,6,1,8,8,COIN,['Layer-2'],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.000100', 'minPrice': '0.000100', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER'}, {'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '200000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
JOEUSDT,JOEUSDT,PERPETUAL,4133404800000,1679961600000,TRADING,2.5000,5.0000,JOE,USDT,USDT,7,0,8,8,COIN,['DEX'],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000100', 'minPrice': '0.0001000', 'maxPrice': '200', 'filterType': 'PRICE_FILTER'}, {'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'maxQty': '300000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
TLMUSDT,TLMUSDT,PERPETUAL,4133404800000,1680048000000,TRADING,2.5000,5.0000,TLM,USDT,USDT,7,0,8,8,COIN,['Metaverse'],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0000010', 'minPrice': '0.0000100', 'maxPrice': '100'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '10000000'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '9000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
AMBUSDT,AMBUSDT,PERPETUAL,1740128400000,1680048000000,SETTLING,2.5000,5.0000,AMB,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '100', 'tickSize': '0.0000010', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000100'}, {'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000', 'stepSize': '1'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '2000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
LEVERUSDT,LEVERUSDT,PERPETUAL,4133404800000,1680048000000,TRADING,2.5000,5.0000,LEVER,USDT,USDT,7,0,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '100', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0000001', 'minPrice': '0.0000010'}, {'stepSize': '1', 'maxQty': '100000000', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '20000000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
RDNTUSDT,RDNTUSDT,PERPETUAL,4133404800000,1680566400000,TRADING,2.5000,5.0000,RDNT,USDT,USDT,7,0,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000100', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200'}, {'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'minQty': '1', 'maxQty': '2000000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
HFTUSDT,HFTUSDT,PERPETUAL,4133404800000,1680652800000,TRADING,2.5000,5.0000,HFT,USDT,USDT,7,0,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0000100'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '700000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
XVSUSDT,XVSUSDT,PERPETUAL,4133404800000,1681257600000,TRADING,2.5000,5.0000,XVS,USDT,USDT,6,1,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.001000', 'minPrice': '0.001000', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER'}, {'maxQty': '1000000', 'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE'}, {'maxQty': '11000', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ETHBTC,ETHBTC,PERPETUAL,4133404800000,1684972800000,TRADING,2.5000,5.0000,ETH,BTC,BTC,6,2,8,8,COIN,['Cross Pair'],0.1000,0.015000,0.10,10000,"[{'tickSize': '0.000010', 'minPrice': '0.000010', 'maxPrice': '200', 'filterType': 'PRICE_FILTER'}, {'maxQty': '10000', 'filterType': 'LOT_SIZE', 'stepSize': '0.01', 'minQty': '0.01'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.01', 'maxQty': '25', 'stepSize': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '0.001'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
